run_id	trial	parent_read_count	parent_write_count	partial_only	hallucination_zero	functional	classified
b1repro1	a1-selfplan-r1	0	0	False	False	False	no_parent_access
b1repro1	a1-selfplan-r2	0	0	False	False	False	no_parent_access
b1repro1	a1-selfplan-r3	0	0	False	False	False	no_parent_access
b1repro1	a1-selfplan-r4	0	0	False	False	False	no_parent_access
b1repro1	a1-selfplan-r5	0	0	False	False	False	no_parent_access
b1repro1	a1-selfplan-r6	0	0	False	False	False	no_parent_access
b1repro1	a1-selfplan-r7	0	0	False	False	False	no_parent_access
b1repro1	a1-selfplan-r8	0	0	False	False	False	no_parent_access
b1repro1	a1-selfplan-r9	0	0	False	False	False	no_parent_access
b1repro1	a1-selfplan-r10	0	0	False	False	False	no_parent_access
b1repro1	a2-selfplan-r1	0	0	False	False	False	no_parent_access
b1repro1	a2-selfplan-r2	0	0	False	False	False	no_parent_access
b1repro1	a2-selfplan-r3	0	0	False	False	False	no_parent_access
b1repro1	a2-selfplan-r4	0	0	False	False	False	no_parent_access
b1repro1	a2-selfplan-r5	0	0	False	False	False	no_parent_access
b1repro1	a2-selfplan-r6	0	0	False	False	False	no_parent_access
b1repro1	a2-selfplan-r7	0	0	False	False	False	no_parent_access
b1repro1	a2-selfplan-r8	0	0	False	False	False	no_parent_access
b1repro1	a2-selfplan-r9	0	0	False	False	False	no_parent_access
b1repro1	a2-selfplan-r10	0	0	False	False	False	no_parent_access
b1repro1	a3-selfplan-r1	0	0	False	False	False	no_parent_access
b1repro1	a3-selfplan-r2	0	0	False	False	False	no_parent_access
b1repro1	a3-selfplan-r3	0	0	False	False	False	no_parent_access
b1repro1	a3-selfplan-r4	0	0	False	False	False	no_parent_access
b1repro1	a3-selfplan-r5	0	0	False	False	False	no_parent_access
b1repro1	a3-selfplan-r6	0	0	False	False	False	no_parent_access
b1repro1	a3-selfplan-r7	0	0	False	False	False	no_parent_access
b1repro1	a3-selfplan-r8	0	0	False	False	False	no_parent_access
b1repro1	a3-selfplan-r9	0	0	False	False	False	no_parent_access
b1repro1	a3-selfplan-r10	0	0	False	False	False	no_parent_access
b1repro1	b1-selfplan-r1	0	0	False	False	False	no_parent_access
b1repro1	b1-selfplan-r2	0	0	False	False	False	no_parent_access
b1repro1	b1-selfplan-r3	0	0	False	False	False	no_parent_access
b1repro1	b1-selfplan-r4	0	0	False	False	False	no_parent_access
b1repro1	b1-selfplan-r5	0	0	False	False	False	no_parent_access
b1repro1	b1-selfplan-r6	0	0	False	False	False	no_parent_access
b1repro1	b1-selfplan-r7	0	0	False	False	False	no_parent_access
b1repro1	b1-selfplan-r8	0	0	False	False	False	no_parent_access
b1repro1	b1-selfplan-r9	0	0	False	False	False	no_parent_access
b1repro1	b1-selfplan-r10	0	0	False	False	False	no_parent_access
b1repro1	b2-selfplan-r1	0	0	False	False	False	no_parent_access
b1repro1	b2-selfplan-r2	0	0	False	False	False	no_parent_access
b1repro1	b2-selfplan-r3	0	0	False	False	False	no_parent_access
b1repro1	b2-selfplan-r4	0	0	False	False	False	no_parent_access
b1repro1	b2-selfplan-r5	0	0	False	False	False	no_parent_access
b1repro1	b2-selfplan-r6	0	0	False	False	False	no_parent_access
b1repro1	b2-selfplan-r7	0	0	False	False	False	no_parent_access
b1repro1	b2-selfplan-r8	0	0	False	False	False	no_parent_access
b1repro1	b2-selfplan-r9	0	0	False	False	False	no_parent_access
b1repro1	b2-selfplan-r10	0	0	False	False	False	no_parent_access
b1repro1	b3-selfplan-r1	0	0	False	False	False	no_parent_access
b1repro1	b3-selfplan-r2	0	0	False	False	False	no_parent_access
b1repro1	b3-selfplan-r3	0	0	False	False	False	no_parent_access
b1repro1	b3-selfplan-r4	0	0	False	False	False	no_parent_access
b1repro1	b3-selfplan-r5	0	0	False	False	False	no_parent_access
b1repro1	b3-selfplan-r6	0	0	False	False	False	no_parent_access
b1repro1	b3-selfplan-r7	0	0	False	False	False	no_parent_access
b1repro1	b3-selfplan-r8	0	0	False	False	False	no_parent_access
b1repro1	b3-selfplan-r9	0	0	False	False	False	no_parent_access
b1repro1	b3-selfplan-r10	0	0	False	False	False	no_parent_access
