run_id	trial	tool	status	category	arm
p6l3_p1_j2	p6l3-l2r-selfplan-r1	read	completed	read	J2
p6l3_p1_j2	p6l3-l2r-selfplan-r1	edit	completed	write	J2
p6l3_p1_j2	p6l3-l4-selfplan-r1	read	completed	read	J2
p6l3_p1_j2	p6l3-l4-selfplan-r1	edit	completed	write	J2
p6l3_p1_j2	p6l3-l4-selfplan-r1	read	completed	read	J2
p6l3_p1_j2	p6l3-l1b-selfplan-r2	read	completed	read	J2
p6l3_p1_j2	p6l3-l1b-selfplan-r2	edit	error	write	J2
p6l3_p1_j2	p6l3-l2r-selfplan-r2	read	completed	read	J2
p6l3_p1_j2	p6l3-l2r-selfplan-r2	edit	completed	write	J2
p6l3_p1_j2	p6l3-l4-selfplan-r2	read	completed	read	J2
p6l3_p1_j2	p6l3-l4-selfplan-r2	edit	completed	write	J2
p6l3_p1_j2	p6l3-l1b-selfplan-r3	read	completed	read	J2
p6l3_p1_j2	p6l3-l1b-selfplan-r3	edit	error	write	J2
p6l3_p1_j2	p6l3-l2r-selfplan-r3	read	completed	read	J2
p6l3_p1_j2	p6l3-l2r-selfplan-r3	edit	completed	write	J2
p6l3_p1_j2	p6l3-l4-selfplan-r3	read	completed	read	J2
p6l3_p1_j2	p6l3-l4-selfplan-r3	edit	completed	write	J2
