run_id	trial	tool	status	category	arm
p6l3_main_j2_run1	p6l3-l2r-selfplan-r1	read	completed	read	J2
p6l3_main_j2_run1	p6l3-l2r-selfplan-r1	edit	completed	write	J2
p6l3_main_j2_run1	p6l3-l2r-selfplan-r1	read	completed	read	J2
p6l3_main_j2_run1	p6l3-l4-selfplan-r1	read	completed	read	J2
p6l3_main_j2_run1	p6l3-l4-selfplan-r1	edit	completed	write	J2
p6l3_main_j2_run1	p6l3-l1b-selfplan-r2	read	completed	read	J2
p6l3_main_j2_run1	p6l3-l2r-selfplan-r2	read	completed	read	J2
p6l3_main_j2_run1	p6l3-l2r-selfplan-r2	edit	completed	write	J2
p6l3_main_j2_run1	p6l3-l4-selfplan-r2	read	completed	read	J2
p6l3_main_j2_run1	p6l3-l4-selfplan-r2	edit	completed	write	J2
p6l3_main_j2_run1	p6l3-l1b-selfplan-r3	read	completed	read	J2
p6l3_main_j2_run1	p6l3-l1b-selfplan-r3	edit	error	write	J2
p6l3_main_j2_run1	p6l3-l2r-selfplan-r3	read	completed	read	J2
p6l3_main_j2_run1	p6l3-l2r-selfplan-r3	edit	completed	write	J2
p6l3_main_j2_run1	p6l3-l4-selfplan-r3	read	completed	read	J2
p6l3_main_j2_run1	p6l3-l4-selfplan-r3	edit	completed	write	J2
p6l3_main_j2_run1	p6l3-l4-selfplan-r3	read	completed	read	J2
p6l3_main_j2_run1	p6l3-l2r-selfplan-r4	read	completed	read	J2
p6l3_main_j2_run1	p6l3-l4-selfplan-r4	read	completed	read	J2
p6l3_main_j2_run1	p6l3-l4-selfplan-r4	edit	completed	write	J2
p6l3_main_j2_run1	p6l3-l1b-selfplan-r5	read	completed	read	J2
p6l3_main_j2_run1	p6l3-l1b-selfplan-r5	edit	error	write	J2
p6l3_main_j2_run1	p6l3-l2r-selfplan-r5	read	completed	read	J2
p6l3_main_j2_run1	p6l3-l2r-selfplan-r5	edit	completed	write	J2
p6l3_main_j2_run1	p6l3-l2r-selfplan-r5	read	completed	read	J2
p6l3_main_j2_run1	p6l3-l4-selfplan-r5	read	completed	read	J2
p6l3_main_j2_run1	p6l3-l4-selfplan-r5	edit	completed	write	J2
p6l3_main_j2_run1	p6l3-l4-selfplan-r5	read	completed	read	J2
p6l3_main_j2_run1	p6l3-l4-selfplan-r5	read	completed	read	J2
p6l3_main_j2_run1	p6l3-l1b-selfplan-r6	read	completed	read	J2
p6l3_main_j2_run1	p6l3-l1b-selfplan-r6	edit	error	write	J2
p6l3_main_j2_run1	p6l3-l2r-selfplan-r6	read	completed	read	J2
p6l3_main_j2_run1	p6l3-l1b-selfplan-r7	read	completed	read	J2
p6l3_main_j2_run1	p6l3-l2r-selfplan-r7	read	completed	read	J2
p6l3_main_j2_run1	p6l3-l2r-selfplan-r7	edit	completed	write	J2
p6l3_main_j2_run1	p6l3-l2r-selfplan-r7	read	completed	read	J2
p6l3_main_j2_run1	p6l3-l1b-selfplan-r8	read	completed	read	J2
p6l3_main_j2_run1	p6l3-l2r-selfplan-r8	read	completed	read	J2
p6l3_main_j2_run1	p6l3-l2r-selfplan-r9	read	completed	read	J2
p6l3_main_j2_run1	p6l3-l1b-selfplan-r10	read	completed	read	J2
p6l3_main_j2_run1	p6l3-l1b-selfplan-r10	edit	error	write	J2
p6l3_main_j2_run1	p6l3-l2r-selfplan-r10	read	completed	read	J2
p6l3_main_j2_run1	p6l3-l2r-selfplan-r10	edit	completed	write	J2
