search-selfplan-r1	self_exit
search-selfplan-r2	self_exit
search-selfplan-r3	self_exit
search-selfplan-r4	self_exit
search-selfplan-r5	self_exit
search-givenplan-r1	self_exit
search-givenplan-r2	self_exit
search-givenplan-r3	self_exit
search-givenplan-r4	self_exit
search-givenplan-r5	self_exit
page-selfplan-r1	self_exit
page-selfplan-r2	self_exit
page-selfplan-r3	self_exit
page-selfplan-r4	self_exit
page-selfplan-r5	self_exit
page-givenplan-r1	self_exit
page-givenplan-r2	self_exit
page-givenplan-r3	self_exit
page-givenplan-r4	self_exit
page-givenplan-r5	self_exit
