run_id	trial	condition	classification	worktree_add_count	edit_write_count	question_count	parent_write_count	details
phase2aA1	aex1-selfplan-r1	A_parent_cwd	direct_write	0	3	0	0	tools=7
phase2aA1	aex1-selfplan-r2	A_parent_cwd	direct_write	0	2	0	0	tools=4
phase2aA1	aex1-selfplan-r3	A_parent_cwd	direct_write	0	2	0	0	tools=4
phase2aA1	aex1-selfplan-r4	A_parent_cwd	direct_write	0	2	0	0	tools=4
phase2aA1	aex1-selfplan-r5	A_parent_cwd	direct_write	0	2	0	0	tools=7
phase2aA1	aex1-selfplan-r6	A_parent_cwd	direct_write	0	2	0	0	tools=5
phase2aA1	aex1-selfplan-r7	A_parent_cwd	direct_write	0	2	0	0	tools=5
phase2aA1	aex1-selfplan-r8	A_parent_cwd	direct_write	0	2	0	0	tools=4
phase2aA1	aex1-selfplan-r9	A_parent_cwd	direct_write	0	2	0	0	tools=4
phase2aA1	aex1-selfplan-r10	A_parent_cwd	worktree_created_first	1	2	0	0	tools=7
phase2aA1	aex2-selfplan-r1	A_parent_cwd	direct_write	1	1	0	0	tools=5
phase2aA1	aex2-selfplan-r2	A_parent_cwd	worktree_created_first	1	1	0	0	tools=4
phase2aA1	aex2-selfplan-r3	A_parent_cwd	direct_write	1	1	0	0	tools=6
phase2aA1	aex2-selfplan-r4	A_parent_cwd	worktree_created_first	2	1	0	0	tools=5
phase2aA1	aex2-selfplan-r5	A_parent_cwd	worktree_created_first	2	1	0	0	tools=4
phase2aA1	aex2-selfplan-r6	A_parent_cwd	direct_write	0	2	0	0	tools=5
phase2aA1	aex2-selfplan-r7	A_parent_cwd	direct_write	2	1	0	0	tools=6
phase2aA1	aex2-selfplan-r8	A_parent_cwd	direct_write	1	1	0	0	tools=5
phase2aA1	aex2-selfplan-r9	A_parent_cwd	worktree_created_first	1	2	0	0	tools=5
phase2aA1	aex2-selfplan-r10	A_parent_cwd	direct_write	2	1	0	0	tools=6
